Sequence_ID,Sim_95,Sim_90,Sim_70,Sim_50,Sim_40,Sim_30
EColi4231_1,C95_EColi4231_1,C90_EColi4231_1,C70_EColi4231_1,C50_EColi4205_2,C40_EColi4205_2,C30_EColi4205_2
EColi4232_0,C95_EColi4232_0,C90_EColi4232_0,C70_EColi4232_0,C50_EColi4232_0,C40_EColi4232_0,C30_EColi4232_0
EColi4233_1,C95_EColi4233_1,C90_EColi4233_1,C70_EColi4233_1,C50_EColi4233_1,C40_EColi4233_1,C30_EColi4233_1
EColi4234_0,C95_EColi4234_0,C90_EColi4234_0,C70_EColi4234_0,C50_EColi4234_0,C40_EColi3142_0,C30_EColi5908_0
EColi4235_2,C95_EColi4235_2,C90_EColi4235_2,C70_EColi4235_2,C50_EColi4235_2,C40_EColi3381_1,C30_EColi3381_1
EColi4236_0,C95_EColi4236_0,C90_EColi4236_0,C70_EColi4236_0,C50_EColi4236_0,C40_EColi4236_0,C30_EColi4236_0
EColi4237_0,C95_EColi4237_0,C90_EColi4237_0,C70_EColi4237_0,C50_EColi4160_0,C40_EColi4160_0,C30_EColi4160_0
EColi4238_1,C95_EColi4238_1,C90_EColi4238_1,C70_EColi4238_1,C50_EColi4238_1,C40_EColi4238_1,C30_EColi4238_1
EColi4239_0,C95_EColi4239_0,C90_EColi4239_0,C70_EColi4239_0,C50_EColi4239_0,C40_EColi4239_0,C30_EColi1332_2
EColi4240_2,C95_EColi4240_2,C90_EColi4240_2,C70_EColi4240_2,C50_EColi684_0,C40_EColi3151_2,C30_EColi3926_0
EColi4241_0,C95_EColi4241_0,C90_EColi4241_0,C70_EColi4241_0,C50_EColi4241_0,C40_EColi2693_2,C30_EColi2693_2
EColi4242_0,C95_EColi4242_0,C90_EColi4242_0,C70_EColi4242_0,C50_EColi4242_0,C40_EColi4242_0,C30_EColi4242_0
EColi4243_0,C95_EColi4243_0,C90_EColi4243_0,C70_EColi4243_0,C50_EColi4243_0,C40_EColi4243_0,C30_EColi81_1
EColi4244_2,C95_EColi4244_2,C90_EColi4244_2,C70_EColi4244_2,C50_EColi4244_2,C40_EColi4244_2,C30_EColi3578_1
EColi4245_0,C95_EColi4245_0,C90_EColi4245_0,C70_EColi4246_1,C50_EColi4246_1,C40_EColi4246_1,C30_EColi4246_1
EColi4246_1,C95_EColi4246_1,C90_EColi4246_1,C70_EColi4246_1,C50_EColi4246_1,C40_EColi4246_1,C30_EColi4246_1
EColi4247_0,C95_EColi4247_0,C90_EColi4247_0,C70_EColi4247_0,C50_EColi4247_0,C40_EColi2642_1,C30_EColi2642_1
EColi4248_2,C95_EColi4248_2,C90_EColi4248_2,C70_EColi4248_2,C50_EColi4724_0,C40_EColi46_2,C30_EColi279_2
EColi4249_2,C95_EColi4249_2,C90_EColi4249_2,C70_EColi4249_2,C50_EColi4249_2,C40_EColi4249_2,C30_EColi5530_2
EColi4250_2,C95_EColi4250_2,C90_EColi4250_2,C70_EColi4250_2,C50_EColi4250_2,C40_EColi2817_2,C30_EColi2817_2
EColi4251_2,C95_EColi4251_2,C90_EColi4251_2,C70_EColi4251_2,C50_EColi4251_2,C40_EColi4251_2,C30_EColi4251_2
EColi4252_1,C95_EColi4252_1,C90_EColi4252_1,C70_EColi4252_1,C50_EColi4252_1,C40_EColi4252_1,C30_EColi4252_1
EColi4253_1,C95_EColi4253_1,C90_EColi4253_1,C70_EColi4253_1,C50_EColi4253_1,C40_EColi4253_1,C30_EColi4489_2
EColi4254_1,C95_EColi4254_1,C90_EColi4254_1,C70_EColi4254_1,C50_EColi4254_1,C40_EColi2114_0,C30_EColi5309_0
EColi4255_2,C95_EColi4255_2,C90_EColi4255_2,C70_EColi4255_2,C50_EColi4255_2,C40_EColi4255_2,C30_EColi1349_2
EColi4256_0,C95_EColi4256_0,C90_EColi4256_0,C70_EColi4256_0,C50_EColi4598_0,C40_EColi4256_0,C30_EColi111_2
EColi4257_1,C95_EColi4257_1,C90_EColi4257_1,C70_EColi4257_1,C50_EColi4257_1,C40_EColi4257_1,C30_EColi4257_1
EColi4258_2,C95_EColi4258_2,C90_EColi4258_2,C70_EColi4258_2,C50_EColi4258_2,C40_EColi4258_2,C30_EColi4258_2
EColi4259_1,C95_EColi4259_1,C90_EColi4259_1,C70_EColi4259_1,C50_EColi4259_1,C40_EColi5951_1,C30_EColi1672_0
EColi4260_0,C95_EColi4260_0,C90_EColi4260_0,C70_EColi4260_0,C50_EColi4260_0,C40_EColi4260_0,C30_EColi4260_0
EColi4261_1,C95_EColi4261_1,C90_EColi4261_1,C70_EColi4261_1,C50_EColi4261_1,C40_EColi4261_1,C30_EColi4261_1
EColi4262_1,C95_EColi4262_1,C90_EColi4262_1,C70_EColi4262_1,C50_EColi4262_1,C40_EColi4262_1,C30_EColi4262_1
EColi4263_1,C95_EColi4263_1,C90_EColi4263_1,C70_EColi4263_1,C50_EColi5794_2,C40_EColi5794_2,C30_EColi5794_2
EColi4264_1,C95_EColi4264_1,C90_EColi4264_1,C70_EColi4264_1,C50_EColi4264_1,C40_EColi4264_1,C30_EColi4264_1
EColi4265_1,C95_EColi4265_1,C90_EColi4265_1,C70_EColi4265_1,C50_EColi4265_1,C40_EColi4265_1,C30_EColi4265_1
EColi4266_0,C95_EColi4266_0,C90_EColi4266_0,C70_EColi4266_0,C50_EColi4266_0,C40_EColi4266_0,C30_EColi4266_0
EColi4267_1,C95_EColi4267_1,C90_EColi4267_1,C70_EColi4267_1,C50_EColi4267_1,C40_EColi4267_1,C30_EColi4267_1
EColi4268_1,C95_EColi4268_1,C90_EColi4268_1,C70_EColi4268_1,C50_EColi4268_1,C40_EColi4268_1,C30_EColi4268_1
EColi4269_1,C95_EColi4269_1,C90_EColi4269_1,C70_EColi4269_1,C50_EColi4269_1,C40_EColi4269_1,C30_EColi4269_1
EColi4270_1,C95_EColi4270_1,C90_EColi4270_1,C70_EColi4270_1,C50_EColi4270_1,C40_EColi4270_1,C30_EColi4270_1
EColi4271_0,C95_EColi4271_0,C90_EColi4271_0,C70_EColi4271_0,C50_EColi4271_0,C40_EColi4271_0,C30_EColi4271_0
EColi4272_1,C95_EColi4272_1,C90_EColi4272_1,C70_EColi4272_1,C50_EColi4272_1,C40_EColi4272_1,C30_EColi5032_2
EColi4273_1,C95_EColi4273_1,C90_EColi4273_1,C70_EColi4273_1,C50_EColi4273_1,C40_EColi4273_1,C30_EColi5558_1
EColi4274_0,C95_EColi4274_0,C90_EColi4274_0,C70_EColi4274_0,C50_EColi2959_1,C40_EColi2959_1,C30_EColi2959_1
EColi4275_1,C95_EColi4275_1,C90_EColi4275_1,C70_EColi4275_1,C50_EColi3561_0,C40_EColi2998_2,C30_EColi2998_2
EColi4276_0,C95_EColi4276_0,C90_EColi4276_0,C70_EColi4276_0,C50_EColi4276_0,C40_EColi4276_0,C30_EColi4276_0
EColi4277_1,C95_EColi4277_1,C90_EColi4277_1,C70_EColi4277_1,C50_EColi4334_1,C40_EColi4334_1,C30_EColi4334_1
EColi4278_1,C95_EColi4278_1,C90_EColi4278_1,C70_EColi4278_1,C50_EColi4278_1,C40_EColi4278_1,C30_EColi4280_2
EColi4279_1,C95_EColi4279_1,C90_EColi4279_1,C70_EColi4279_1,C50_EColi4279_1,C40_EColi4280_2,C30_EColi4280_2
EColi4280_2,C95_EColi4280_2,C90_EColi4280_2,C70_EColi4280_2,C50_EColi4280_2,C40_EColi4280_2,C30_EColi4280_2
EColi4281_1,C95_EColi4281_1,C90_EColi4281_1,C70_EColi4281_1,C50_EColi4281_1,C40_EColi4281_1,C30_EColi4281_1
EColi4282_0,C95_EColi4282_0,C90_EColi4282_0,C70_EColi4282_0,C50_EColi3579_1,C40_EColi3579_1,C30_EColi3579_1
EColi4283_1,C95_EColi4283_1,C90_EColi4283_1,C70_EColi4283_1,C50_EColi4283_1,C40_EColi4283_1,C30_EColi4286_1
EColi4284_1,C95_EColi4284_1,C90_EColi4284_1,C70_EColi4284_1,C50_EColi4284_1,C40_EColi4284_1,C30_EColi6002_1
EColi4285_0,C95_EColi4285_0,C90_EColi4285_0,C70_EColi4285_0,C50_EColi4285_0,C40_EColi4285_0,C30_EColi4285_0
EColi4286_1,C95_EColi4286_1,C90_EColi4286_1,C70_EColi4286_1,C50_EColi4286_1,C40_EColi4286_1,C30_EColi4286_1
EColi4287_1,C95_EColi4287_1,C90_EColi4287_1,C70_EColi4287_1,C50_EColi4287_1,C40_EColi4287_1,C30_EColi839_0
EColi4288_2,C95_EColi4288_2,C90_EColi4288_2,C70_EColi4288_2,C50_EColi4288_2,C40_EColi4288_2,C30_EColi4288_2
EColi4289_0,C95_EColi4289_0,C90_EColi4289_0,C70_EColi4289_0,C50_EColi4289_0,C40_EColi4289_0,C30_EColi5130_2
EColi4290_1,C95_EColi4290_1,C90_EColi4290_1,C70_EColi4290_1,C50_EColi4290_1,C40_EColi3444_2,C30_EColi3444_2
EColi4291_0,C95_EColi4291_0,C90_EColi4291_0,C70_EColi4291_0,C50_EColi4291_0,C40_EColi4291_0,C30_EColi4291_0
EColi4292_1,C95_EColi4292_1,C90_EColi4292_1,C70_EColi4292_1,C50_EColi4292_1,C40_EColi4292_1,C30_EColi4292_1
EColi4293_0,C95_EColi4293_0,C90_EColi4293_0,C70_EColi4293_0,C50_EColi4293_0,C40_EColi4293_0,C30_EColi4293_0
EColi4294_2,C95_EColi4294_2,C90_EColi4294_2,C70_EColi4294_2,C50_EColi4294_2,C40_EColi1808_1,C30_EColi1808_1
EColi4295_0,C95_EColi4295_0,C90_EColi4295_0,C70_EColi4295_0,C50_EColi2998_2,C40_EColi2998_2,C30_EColi2998_2
EColi4296_0,C95_EColi4296_0,C90_EColi4296_0,C70_EColi4296_0,C50_EColi4296_0,C40_EColi4296_0,C30_EColi2998_2
EColi4297_0,C95_EColi4297_0,C90_EColi4297_0,C70_EColi4297_0,C50_EColi4297_0,C40_EColi4297_0,C30_EColi4297_0
EColi4298_1,C95_EColi4298_1,C90_EColi4298_1,C70_EColi4298_1,C50_EColi4298_1,C40_EColi4298_1,C30_EColi4298_1
EColi4299_0,C95_EColi4299_0,C90_EColi4299_0,C70_EColi4299_0,C50_EColi4299_0,C40_EColi3574_0,C30_EColi4837_0
EColi100_0,C95_EColi100_0,C90_EColi100_0,C70_EColi100_0,C50_EColi4382_0,C40_EColi100_0,C30_EColi1596_1
EColi101_1,C95_EColi101_1,C90_EColi101_1,C70_EColi101_1,C50_EColi2701_2,C40_EColi3083_2,C30_EColi3083_2
EColi102_1,C95_EColi102_1,C90_EColi102_1,C70_EColi102_1,C50_EColi102_1,C40_EColi2826_2,C30_EColi1652_1
EColi103_2,C95_EColi103_2,C90_EColi103_2,C70_EColi103_2,C50_EColi103_2,C40_EColi4999_1,C30_EColi4999_1
EColi104_0,C95_EColi104_0,C90_EColi104_0,C70_EColi104_0,C50_EColi104_0,C40_EColi104_0,C30_EColi104_0
EColi105_1,C95_EColi105_1,C90_EColi105_1,C70_EColi105_1,C50_EColi105_1,C40_EColi105_1,C30_EColi105_1
EColi106_2,C95_EColi106_2,C90_EColi106_2,C70_EColi106_2,C50_EColi106_2,C40_EColi106_2,C30_EColi106_2
EColi107_0,C95_EColi107_0,C90_EColi107_0,C70_EColi107_0,C50_EColi107_0,C40_EColi2817_2,C30_EColi2817_2
EColi108_1,C95_EColi108_1,C90_EColi108_1,C70_EColi108_1,C50_EColi6112_0,C40_EColi6112_0,C30_EColi6112_0
EColi109_0,C95_EColi109_0,C90_EColi109_0,C70_EColi109_0,C50_EColi109_0,C40_EColi109_0,C30_EColi109_0
EColi110_2,C95_EColi110_2,C90_EColi110_2,C70_EColi110_2,C50_EColi110_2,C40_EColi5590_2,C30_EColi5278_1
EColi111_2,C95_EColi111_2,C90_EColi111_2,C70_EColi111_2,C50_EColi111_2,C40_EColi111_2,C30_EColi111_2
EColi112_2,C95_EColi112_2,C90_EColi112_2,C70_EColi112_2,C50_EColi112_2,C40_EColi112_2,C30_EColi112_2
EColi113_0,C95_EColi113_0,C90_EColi113_0,C70_EColi113_0,C50_EColi113_0,C40_EColi113_0,C30_EColi1349_2
EColi114_1,C95_EColi114_1,C90_EColi114_1,C70_EColi114_1,C50_EColi114_1,C40_EColi114_1,C30_EColi114_1
EColi115_0,C95_EColi115_0,C90_EColi115_0,C70_EColi115_0,C50_EColi115_0,C40_EColi115_0,C30_EColi5309_0
EColi116_2,C95_EColi116_2,C90_EColi116_2,C70_EColi116_2,C50_EColi116_2,C40_EColi116_2,C30_EColi48_0
EColi117_2,C95_EColi117_2,C90_EColi117_2,C70_EColi117_2,C50_EColi117_2,C40_EColi117_2,C30_EColi1654_0
EColi118_0,C95_EColi118_0,C90_EColi118_0,C70_EColi118_0,C50_EColi118_0,C40_EColi118_0,C30_EColi118_0
EColi119_0,C95_EColi119_0,C90_EColi119_0,C70_EColi119_0,C50_EColi119_0,C40_EColi119_0,C30_EColi119_0
EColi120_0,C95_EColi120_0,C90_EColi120_0,C70_EColi120_0,C50_EColi120_0,C40_EColi2372_1,C30_EColi2372_1
EColi121_2,C95_EColi121_2,C90_EColi121_2,C70_EColi121_2,C50_EColi121_2,C40_EColi121_2,C30_EColi121_2
EColi122_2,C95_EColi122_2,C90_EColi122_2,C70_EColi122_2,C50_EColi122_2,C40_EColi122_2,C30_EColi6340_1
EColi123_2,C95_EColi123_2,C90_EColi123_2,C70_EColi123_2,C50_EColi123_2,C40_EColi123_2,C30_EColi123_2
EColi124_2,C95_EColi124_2,C90_EColi124_2,C70_EColi124_2,C50_EColi124_2,C40_EColi124_2,C30_EColi124_2
EColi125_2,C95_EColi125_2,C90_EColi125_2,C70_EColi125_2,C50_EColi125_2,C40_EColi125_2,C30_EColi125_2
EColi126_1,C95_EColi126_1,C90_EColi126_1,C70_EColi126_1,C50_EColi126_1,C40_EColi126_1,C30_EColi123_2
EColi127_1,C95_EColi127_1,C90_EColi127_1,C70_EColi127_1,C50_EColi127_1,C40_EColi127_1,C30_EColi127_1
EColi128_2,C95_EColi128_2,C90_EColi128_2,C70_EColi128_2,C50_EColi6340_1,C40_EColi6340_1,C30_EColi6340_1
EColi129_1,C95_EColi129_1,C90_EColi129_1,C70_EColi129_1,C50_EColi2805_0,C40_EColi2805_0,C30_EColi139_1
EColi130_2,C95_EColi130_2,C90_EColi130_2,C70_EColi130_2,C50_EColi130_2,C40_EColi130_2,C30_EColi130_2
EColi131_1,C95_EColi131_1,C90_EColi131_1,C70_EColi131_1,C50_EColi131_1,C40_EColi3130_2,C30_EColi3130_2
EColi132_2,C95_EColi132_2,C90_EColi132_2,C70_EColi132_2,C50_EColi132_2,C40_EColi132_2,C30_EColi559_0
EColi133_1,C95_EColi133_1,C90_EColi133_1,C70_EColi133_1,C50_EColi133_1,C40_EColi133_1,C30_EColi133_1
EColi134_2,C95_EColi134_2,C90_EColi134_2,C70_EColi134_2,C50_EColi134_2,C40_EColi1042_0,C30_EColi702_1
EColi135_1,C95_EColi135_1,C90_EColi135_1,C70_EColi135_1,C50_EColi135_1,C40_EColi6192_1,C30_EColi136_1
EColi136_1,C95_EColi136_1,C90_EColi136_1,C70_EColi136_1,C50_EColi136_1,C40_EColi136_1,C30_EColi136_1
EColi137_2,C95_EColi137_2,C90_EColi137_2,C70_EColi137_2,C50_EColi137_2,C40_EColi558_0,C30_EColi558_0
EColi138_0,C95_EColi138_0,C90_EColi138_0,C70_EColi138_0,C50_EColi138_0,C40_EColi138_0,C30_EColi1363_1
EColi139_1,C95_EColi139_1,C90_EColi139_1,C70_EColi139_1,C50_EColi139_1,C40_EColi139_1,C30_EColi139_1
EColi140_2,C95_EColi140_2,C90_EColi140_2,C70_EColi140_2,C50_EColi140_2,C40_EColi140_2,C30_EColi5351_0
EColi141_0,C95_EColi141_0,C90_EColi141_0,C70_EColi141_0,C50_EColi141_0,C40_EColi141_0,C30_EColi635_0
EColi142_2,C95_EColi142_2,C90_EColi142_2,C70_EColi142_2,C50_EColi2875_2,C40_EColi2875_2,C30_EColi2875_2
EColi143_0,C95_EColi143_0,C90_EColi143_0,C70_EColi143_0,C50_EColi143_0,C40_EColi143_0,C30_EColi637_0
EColi144_2,C95_EColi144_2,C90_EColi144_2,C70_EColi144_2,C50_EColi144_2,C40_EColi144_2,C30_EColi4056_2
EColi145_2,C95_EColi145_2,C90_EColi145_2,C70_EColi145_2,C50_EColi145_2,C40_EColi145_2,C30_EColi145_2
EColi146_2,C95_EColi146_2,C90_EColi146_2,C70_EColi146_2,C50_EColi146_2,C40_EColi568_1,C30_EColi568_1
EColi147_0,C95_EColi147_0,C90_EColi147_0,C70_EColi147_0,C50_EColi5515_0,C40_EColi5515_0,C30_EColi4546_0
EColi148_1,C95_EColi148_1,C90_EColi148_1,C70_EColi148_1,C50_EColi148_1,C40_EColi148_1,C30_EColi148_1
EColi149_2,C95_EColi149_2,C90_EColi149_2,C70_EColi149_2,C50_EColi149_2,C40_EColi149_2,C30_EColi149_2
EColi150_2,C95_EColi150_2,C90_EColi150_2,C70_EColi150_2,C50_EColi150_2,C40_EColi150_2,C30_EColi150_2
EColi151_0,C95_EColi151_0,C90_EColi151_0,C70_EColi151_0,C50_EColi151_0,C40_EColi151_0,C30_EColi151_0
EColi152_2,C95_EColi152_2,C90_EColi152_2,C70_EColi152_2,C50_EColi152_2,C40_EColi5504_0,C30_EColi5504_0
EColi153_0,C95_EColi153_0,C90_EColi153_0,C70_EColi153_0,C50_EColi153_0,C40_EColi153_0,C30_EColi2347_1
EColi154_0,C95_EColi154_0,C90_EColi154_0,C70_EColi154_0,C50_EColi154_0,C40_EColi154_0,C30_EColi154_0
EColi155_1,C95_EColi155_1,C90_EColi155_1,C70_EColi155_1,C50_EColi155_1,C40_EColi155_1,C30_EColi155_1
EColi156_0,C95_EColi156_0,C90_EColi156_0,C70_EColi156_0,C50_EColi156_0,C40_EColi156_0,C30_EColi2810_2
EColi157_2,C95_EColi157_2,C90_EColi157_2,C70_EColi157_2,C50_EColi157_2,C40_EColi157_2,C30_EColi981_1
EColi158_2,C95_EColi158_2,C90_EColi158_2,C70_EColi158_2,C50_EColi158_2,C40_EColi158_2,C30_EColi158_2
EColi159_2,C95_EColi159_2,C90_EColi159_2,C70_EColi159_2,C50_EColi159_2,C40_EColi159_2,C30_EColi159_2
EColi160_2,C95_EColi160_2,C90_EColi160_2,C70_EColi160_2,C50_EColi160_2,C40_EColi160_2,C30_EColi160_2
EColi161_1,C95_EColi161_1,C90_EColi161_1,C70_EColi161_1,C50_EColi161_1,C40_EColi161_1,C30_EColi33_0
EColi162_0,C95_EColi162_0,C90_EColi162_0,C70_EColi162_0,C50_EColi162_0,C40_EColi162_0,C30_EColi4300_1
EColi163_0,C95_EColi163_0,C90_EColi163_0,C70_EColi163_0,C50_EColi4507_2,C40_EColi4507_2,C30_EColi5730_2
EColi164_1,C95_EColi164_1,C90_EColi164_1,C70_EColi164_1,C50_EColi827_2,C40_EColi4675_2,C30_EColi827_2
EColi165_2,C95_EColi165_2,C90_EColi165_2,C70_EColi165_2,C50_EColi165_2,C40_EColi165_2,C30_EColi4517_2
EColi166_2,C95_EColi166_2,C90_EColi166_2,C70_EColi166_2,C50_EColi166_2,C40_EColi166_2,C30_EColi1446_0
EColi167_1,C95_EColi167_1,C90_EColi167_1,C70_EColi167_1,C50_EColi167_1,C40_EColi167_1,C30_EColi3207_0
EColi168_1,C95_EColi168_1,C90_EColi168_1,C70_EColi168_1,C50_EColi168_1,C40_EColi168_1,C30_EColi172_0
EColi169_1,C95_EColi169_1,C90_EColi169_1,C70_EColi169_1,C50_EColi169_1,C40_EColi169_1,C30_EColi169_1
EColi170_0,C95_EColi170_0,C90_EColi170_0,C70_EColi170_0,C50_EColi170_0,C40_EColi5893_2,C30_EColi5893_2
EColi171_2,C95_EColi171_2,C90_EColi171_2,C70_EColi171_2,C50_EColi4632_2,C40_EColi4632_2,C30_EColi171_2
EColi172_0,C95_EColi172_0,C90_EColi172_0,C70_EColi172_0,C50_EColi172_0,C40_EColi172_0,C30_EColi172_0
EColi173_1,C95_EColi173_1,C90_EColi173_1,C70_EColi173_1,C50_EColi173_1,C40_EColi173_1,C30_EColi2300_1
EColi174_2,C95_EColi174_2,C90_EColi174_2,C70_EColi174_2,C50_EColi174_2,C40_EColi174_2,C30_EColi174_2
EColi175_0,C95_EColi175_0,C90_EColi175_0,C70_EColi175_0,C50_EColi175_0,C40_EColi175_0,C30_EColi175_0
EColi176_1,C95_EColi176_1,C90_EColi176_1,C70_EColi176_1,C50_EColi176_1,C40_EColi176_1,C30_EColi5893_2
EColi177_0,C95_EColi177_0,C90_EColi177_0,C70_EColi177_0,C50_EColi177_0,C40_EColi177_0,C30_EColi2492_0
EColi178_1,C95_EColi178_1,C90_EColi178_1,C70_EColi178_1,C50_EColi178_1,C40_EColi178_1,C30_EColi178_1
EColi179_1,C95_EColi179_1,C90_EColi179_1,C70_EColi179_1,C50_EColi179_1,C40_EColi179_1,C30_EColi179_1
EColi180_1,C95_EColi180_1,C90_EColi180_1,C70_EColi180_1,C50_EColi180_1,C40_EColi180_1,C30_EColi180_1
EColi181_1,C95_EColi181_1,C90_EColi181_1,C70_EColi181_1,C50_EColi181_1,C40_EColi2315_0,C30_EColi2315_0
EColi182_2,C95_EColi182_2,C90_EColi182_2,C70_EColi182_2,C50_EColi182_2,C40_EColi182_2,C30_EColi182_2
EColi183_2,C95_EColi183_2,C90_EColi183_2,C70_EColi183_2,C50_EColi183_2,C40_EColi183_2,C30_EColi183_2
EColi184_2,C95_EColi184_2,C90_EColi184_2,C70_EColi184_2,C50_EColi184_2,C40_EColi184_2,C30_EColi6089_1
EColi185_1,C95_EColi185_1,C90_EColi185_1,C70_EColi185_1,C50_EColi185_1,C40_EColi185_1,C30_EColi185_1
EColi186_1,C95_EColi186_1,C90_EColi186_1,C70_EColi186_1,C50_EColi186_1,C40_EColi3007_1,C30_EColi5251_1
EColi187_1,C95_EColi187_1,C90_EColi187_1,C70_EColi187_1,C50_EColi187_1,C40_EColi187_1,C30_EColi187_1
EColi188_1,C95_EColi188_1,C90_EColi188_1,C70_EColi188_1,C50_EColi188_1,C40_EColi188_1,C30_EColi4125_1
EColi189_1,C95_EColi189_1,C90_EColi189_1,C70_EColi189_1,C50_EColi189_1,C40_EColi189_1,C30_EColi189_1
EColi190_1,C95_EColi190_1,C90_EColi190_1,C70_EColi190_1,C50_EColi190_1,C40_EColi190_1,C30_EColi190_1
EColi191_0,C95_EColi191_0,C90_EColi191_0,C70_EColi191_0,C50_EColi191_0,C40_EColi191_0,C30_EColi191_0
EColi192_1,C95_EColi192_1,C90_EColi192_1,C70_EColi192_1,C50_EColi2867_1,C40_EColi609_1,C30_EColi609_1
EColi193_1,C95_EColi193_1,C90_EColi193_1,C70_EColi193_1,C50_EColi193_1,C40_EColi193_1,C30_EColi193_1
EColi194_0,C95_EColi194_0,C90_EColi194_0,C70_EColi194_0,C50_EColi194_0,C40_EColi194_0,C30_EColi194_0
EColi195_1,C95_EColi195_1,C90_EColi195_1,C70_EColi195_1,C50_EColi195_1,C40_EColi195_1,C30_EColi195_1
EColi196_1,C95_EColi196_1,C90_EColi196_1,C70_EColi196_1,C50_EColi196_1,C40_EColi196_1,C30_EColi196_1
EColi197_1,C95_EColi197_1,C90_EColi197_1,C70_EColi197_1,C50_EColi197_1,C40_EColi197_1,C30_EColi611_0
EColi198_1,C95_EColi198_1,C90_EColi198_1,C70_EColi198_1,C50_EColi198_1,C40_EColi198_1,C30_EColi198_1
EColi199_0,C95_EColi199_0,C90_EColi199_0,C70_EColi199_0,C50_EColi199_0,C40_EColi199_0,C30_EColi199_0
EColi300_2,C95_EColi300_2,C90_EColi300_2,C70_EColi300_2,C50_EColi300_2,C40_EColi300_2,C30_EColi300_2
EColi301_2,C95_EColi301_2,C90_EColi301_2,C70_EColi301_2,C50_EColi301_2,C40_EColi301_2,C30_EColi301_2
EColi302_2,C95_EColi302_2,C90_EColi302_2,C70_EColi302_2,C50_EColi302_2,C40_EColi302_2,C30_EColi302_2
EColi303_2,C95_EColi303_2,C90_EColi303_2,C70_EColi303_2,C50_EColi2144_1,C40_EColi3261_0,C30_EColi3261_0
EColi304_2,C95_EColi304_2,C90_EColi304_2,C70_EColi304_2,C50_EColi304_2,C40_EColi304_2,C30_EColi304_2
EColi305_2,C95_EColi305_2,C90_EColi305_2,C70_EColi305_2,C50_EColi305_2,C40_EColi305_2,C30_EColi1664_0
EColi306_1,C95_EColi306_1,C90_EColi306_1,C70_EColi306_1,C50_EColi4675_2,C40_EColi4675_2,C30_EColi827_2
EColi307_2,C95_EColi307_2,C90_EColi307_2,C70_EColi307_2,C50_EColi307_2,C40_EColi307_2,C30_EColi307_2
EColi308_2,C95_EColi308_2,C90_EColi308_2,C70_EColi308_2,C50_EColi4632_2,C40_EColi4632_2,C30_EColi2385_1
EColi309_0,C95_EColi309_0,C90_EColi309_0,C70_EColi309_0,C50_EColi309_0,C40_EColi309_0,C30_EColi310_0
EColi310_0,C95_EColi310_0,C90_EColi310_0,C70_EColi310_0,C50_EColi310_0,C40_EColi310_0,C30_EColi310_0
EColi311_0,C95_EColi311_0,C90_EColi311_0,C70_EColi311_0,C50_EColi5411_1,C40_EColi4821_0,C30_EColi5411_1
EColi312_2,C95_EColi312_2,C90_EColi312_2,C70_EColi312_2,C50_EColi312_2,C40_EColi312_2,C30_EColi6029_0
EColi313_2,C95_EColi313_2,C90_EColi313_2,C70_EColi313_2,C50_EColi919_2,C40_EColi312_2,C30_EColi1290_1
EColi314_1,C95_EColi314_1,C90_EColi314_1,C70_EColi314_1,C50_EColi314_1,C40_EColi314_1,C30_EColi314_1
EColi315_0,C95_EColi315_0,C90_EColi315_0,C70_EColi315_0,C50_EColi315_0,C40_EColi315_0,C30_EColi315_0
EColi316_0,C95_EColi316_0,C90_EColi316_0,C70_EColi316_0,C50_EColi316_0,C40_EColi4588_0,C30_EColi4588_0
EColi317_1,C95_EColi317_1,C90_EColi317_1,C70_EColi317_1,C50_EColi317_1,C40_EColi317_1,C30_EColi317_1
EColi318_1,C95_EColi318_1,C90_EColi318_1,C70_EColi318_1,C50_EColi318_1,C40_EColi318_1,C30_EColi318_1
EColi319_1,C95_EColi319_1,C90_EColi319_1,C70_EColi319_1,C50_EColi319_1,C40_EColi319_1,C30_EColi318_1
EColi320_1,C95_EColi320_1,C90_EColi320_1,C70_EColi320_1,C50_EColi320_1,C40_EColi320_1,C30_EColi320_1
EColi321_0,C95_EColi321_0,C90_EColi321_0,C70_EColi321_0,C50_EColi321_0,C40_EColi321_0,C30_EColi321_0
EColi322_0,C95_EColi322_0,C90_EColi322_0,C70_EColi322_0,C50_EColi322_0,C40_EColi322_0,C30_EColi322_0
EColi323_1,C95_EColi323_1,C90_EColi323_1,C70_EColi323_1,C50_EColi323_1,C40_EColi323_1,C30_EColi323_1
EColi324_1,C95_EColi324_1,C90_EColi324_1,C70_EColi324_1,C50_EColi324_1,C40_EColi324_1,C30_EColi324_1
EColi325_2,C95_EColi325_2,C90_EColi325_2,C70_EColi325_2,C50_EColi325_2,C40_EColi325_2,C30_EColi325_2
EColi326_1,C95_EColi326_1,C90_EColi326_1,C70_EColi326_1,C50_EColi4032_0,C40_EColi1593_1,C30_EColi2825_2
EColi327_1,C95_EColi327_1,C90_EColi327_1,C70_EColi327_1,C50_EColi327_1,C40_EColi327_1,C30_EColi327_1
EColi328_1,C95_EColi328_1,C90_EColi328_1,C70_EColi328_1,C50_EColi328_1,C40_EColi328_1,C30_EColi328_1
EColi329_0,C95_EColi329_0,C90_EColi329_0,C70_EColi329_0,C50_EColi329_0,C40_EColi116_2,C30_EColi6097_2
